DT_PERIODO;SG_UF;DC_CIDADE;PRODUTO;CONCENTRACAO;QDTE_PRODUTO;MARCA;CANAL;CLASSE_TERAPEUTICA;INDICAÇÃO;FORMA_FARMACEUTICA;DC_NACIONAL_MULTINACIONAL;DC_GRMS;DC_ETICO_POPULAR;DC_CONCENTRACAO;PACK_DCT_DISEASE_DESC;PACK_IS_RX_IND;UNIDADES;VALOR
202302;AL;MACEIO;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;4;33168.16
202302;BA;SALVADOR;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;BA;TEIXEIRA DE FREITAS;PROD_B;250MG;120;MARCA_A;OUTROS;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;2;16584.08
202302;BA;TEIXEIRA DE FREITAS;PROD_B;250MG;120;MARCA_A;FARMACIA;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;3;24876.12
202302;BA;VITORIA DA CONQUISTA;PROD_B;250MG;120;MARCA_A;OUTROS;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;CE;FORTALEZA;PROD_B;250MG;120;MARCA_A;FARMACIA;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;6;16584.08
202302;DF;BRASILIA;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;DF;BRASILIA;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;7;58044.28
202302;DF;BRASILIA;PROD_B;250MG;120;MARCA_A;FARMACIA;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;3;24876.12
202302;DF;BRASILIA;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;2;8292.04
202302;DF;BRASILIA;PROD_B;250MG;120;MARCA_A;OUTROS;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;29;240469.16
202302;GO;GOIANIA;PROD_B;250MG;120;MARCA_A;FARMACIA;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;GO;PORANGATU;PROD_B;250MG;120;MARCA_A;OUTROS;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;4;33168.16
202302;GO;RIO VERDE;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;MA;SAO LUIS;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;MG;BELO HORIZONTE;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;MG;BELO HORIZONTE;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;MG;BELO HORIZONTE;PROD_B;250MG;120;MARCA_A;FARMACIA;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;MG;BETIM;PROD_B;250MG;120;MARCA_A;OUTROS;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;6;49752.24
202302;MG;GOVERNADOR VALADARES;PROD_B;250MG;120;MARCA_A;FARMACIA;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;2;16584.08
202302;MG;POUSO ALEGRE;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;MG;UBERLANDIA;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;MG;VISCONDE DO RIO BRANCO;PROD_B;250MG;120;MARCA_A;FARMACIA;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;PB;JOAO PESSOA;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;PR;CURITIBA;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;15;124380.6
202302;PR;CURITIBA;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;5;41460.2
202302;PR;GUARAPUAVA;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;2;16584.08
202302;PR;MARINGA;PROD_B;250MG;120;MARCA_A;FARMACIA;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;RJ;BARRA MANSA;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;RJ;CABO FRIO;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;RJ;CABO FRIO;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;4;33168.16
202302;RJ;RIO DE JANEIRO;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;RJ;RIO DE JANEIRO;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;22;182424.88
202302;RJ;RIO DE JANEIRO;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;26;215593.04
202302;RJ;RIO DE JANEIRO;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;RJ;RIO DE JANEIRO;PROD_B;250MG;120;MARCA_A;OUTROS;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;3;8292.04
202302;RJ;RIO DE JANEIRO;PROD_B;250MG;120;MARCA_A;OUTROS;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;2;16584.08
202302;RJ;RIO DE JANEIRO;PROD_B;250MG;120;MARCA_A;OUTROS;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;RJ;RIO DE JANEIRO;PROD_B;250MG;120;MARCA_A;OUTROS;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;RN;NATAL;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;RN;NATAL;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;10;82920.4
202302;RS;IBIRUBA;PROD_B;250MG;120;MARCA_A;FARMACIA;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;RS;PORTO ALEGRE;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;RS;VENANCIO AIRES;PROD_B;250MG;120;MARCA_A;FARMACIA;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;3;24876.12
202302;SC;FLORIANOPOLIS;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;SC;GAROPABA;PROD_B;250MG;120;MARCA_A;FARMACIA;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;SC;TUBARAO;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;SC;XANXERE;PROD_B;250MG;120;MARCA_A;FARMACIA;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;SP;ARARAQUARA;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;11;91212.44
202302;SP;BARUERI;PROD_B;250MG;120;MARCA_A;FARMACIA;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;2;16584.08
202302;SP;BIRIGUI;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;2;16584.08
202302;SP;BURITIZAL;PROD_B;250MG;120;MARCA_A;OUTROS;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;10;82920.4
202302;SP;BURITIZAL;PROD_B;250MG;120;MARCA_A;OUTROS;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;15;124380.6
202302;SP;CAMPINAS;PROD_B;250MG;120;MARCA_A;OUTROS;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;2;16584.08
202302;SP;FRANCA;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;4;33168.16
202302;SP;ITABERA;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;SP;LIMEIRA;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;SP;MARILIA;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;5;41460.2
202302;SP;MOCOCA;PROD_B;250MG;120;MARCA_A;FARMACIA;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;SP;PIRACICABA;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;17;140964.68
202302;SP;RIBEIRAO PRETO;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;19;157548.76
202302;SP;RIBEIRAO PRETO;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;25;207301
202302;SP;SANTO ANDRE;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;SP;SANTO ANDRE;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;SP;SAO CARLOS;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;1;8292.04
202302;SP;SAO PAULO;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;53;439478.12
202302;SP;SAO PAULO;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;9;8292.04
202302;SP;SAO PAULO;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;6;49752.24
202302;SP;SAO PAULO;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;33;273637.32
202302;SP;SAO PAULO;PROD_B;250MG;120;MARCA_A;FARMACIA;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;3;8292.04
202302;SP;SAO PAULO;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;2;8292.04
202302;SP;SAO PAULO;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;7;58044.28
202302;SP;SAO PAULO;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;15;124380.6
202302;SP;SAO PAULO;PROD_B;250MG;120;MARCA_A;HOSPITALAR;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;33;273637.32
202302;SP;SAO PAULO;PROD_B;250MG;120;MARCA_A;OUTROS;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;2;8292.04
202302;SP;SAO PAULO;PROD_B;250MG;120;MARCA_A;FARMACIA;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;40;331681.6
202302;SP;SAO PAULO;PROD_B;250MG;120;MARCA_A;OUTROS;ANTIANDRÓGENOS NÃO ESTEROIDES;TRATAMENTO DO CÂNCER DE PRÓSTATA METÁTICO RESISTENTE;COMPRIMIDOS ORAIS;MULTINACIONAL;GENERICO;ETICO;MG;CANCER;MEDICAMENTO_PRESCRITO;2;8292.04
